codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A652,18/05/2018,08,21.8,21.9,21.7,79,80,79,18.1,18.2,18.0,1012.2,1012.3,1012.1,0.9,58,3.0,-3.23,0.0
A652,18/05/2018,07,21.7,21.8,21.3,80,83,80,18.0,18.4,18.0,1012.2,1012.4,1012.2,0.8,38,2.0,-3.44,0.0
A652,18/05/2018,06,21.4,21.7,21.2,83,87,83,18.4,18.9,18.4,1012.4,1012.9,1012.4,1.1,83,2.5,-3.54,0.0
A652,18/05/2018,05,21.2,21.4,21.1,87,87,85,18.9,19.1,18.6,1012.9,1013.5,1012.9,1.1,25,2.5,-3.54,0.0
A652,18/05/2018,04,21.4,22.4,21.4,85,85,78,18.8,18.9,18.3,1013.5,1014.1,1013.5,1.0,74,2.5,-3.14,0.0
A652,18/05/2018,03,22.1,22.5,21.9,80,85,78,18.4,19.2,18.2,1014.1,1014.6,1014.1,1.4,92,2.5,-3.46,0.0
A652,18/05/2018,02,21.9,21.9,21.3,85,88,85,19.2,19.6,19.2,1014.6,1014.6,1014.6,0.6,26,2.3,-3.45,0.0
A652,18/05/2018,01,21.3,21.4,21.1,88,90,88,19.3,19.5,19.3,1014.6,1014.6,1014.3,0.5,75,1.5,-3.52,0.0
A652,18/05/2018,00,21.1,21.5,21.1,89,89,89,19.3,19.6,19.3,1014.4,1014.4,1014.1,1.0,136,2.1,-3.25,0.0
A652,19/05/2018,23,21.8,21.9,21.7,86,87,84,19.4,19.4,19.1,1004.9,1005.2,1004.4,0.9,268,7.3,1.442,0.2
A652,19/05/2018,22,21.8,21.8,21.3,87,89,87,19.5,19.6,19.4,1004.4,1004.4,1003.9,2.3,39,7.5,1.567,0.0
A652,19/05/2018,21,21.3,21.5,21.2,89,89,89,19.4,19.5,19.3,1004.0,1004.8,1004.0,3.4,7,8.5,4.511,0.6
A652,19/05/2018,20,21.4,21.7,20.8,89,90,85,19.5,20.0,18.4,1004.8,1005.2,1003.8,4.0,15,15.6,7.087,9.8
A652,19/05/2018,19,20.9,22.7,20.9,85,85,73,18.3,18.3,17.4,1003.7,1004.2,1003.2,8.7,269,16.5,106.5,0.2
A652,19/05/2018,18,22.7,23.6,22.6,73,80,72,17.6,19.3,17.5,1003.6,1004.2,1003.6,9.1,272,22.1,864.3,0.0
A652,19/05/2018,17,23.0,30.0,23.0,80,80,45,19.3,19.8,17.0,1003.8,1003.8,1002.0,12.3,272,24.5,797.5,0.0
A652,19/05/2018,16,30.0,31.3,28.7,45,52,41,16.9,18.8,16.2,1002.6,1002.8,1002.1,2.6,293,9.1,868.4,0.0
A652,19/05/2018,15,29.8,30.5,28.7,48,52,42,17.5,17.8,16.1,1002.8,1003.7,1002.8,2.8,31,8.6,974.3,0.0
A652,19/05/2018,14,29.9,30.9,29.9,48,48,41,17.6,17.6,15.9,1003.7,1004.8,1003.5,2.1,176,14.8,1373.,0.0
A652,19/05/2018,13,30.2,30.9,28.6,43,53,41,16.3,18.4,16.3,1004.5,1005.3,1004.5,3.3,11,12.6,1295.,0.0
A652,19/05/2018,12,28.9,29.0,27.3,50,56,50,17.5,18.1,17.3,1005.1,1005.3,1004.6,2.0,354,9.3,994.5,0.0
A652,19/05/2018,11,27.3,27.3,24.2,56,70,56,17.8,18.9,17.8,1004.8,1005.0,1004.7,2.4,38,10.0,504.7,0.0
A652,19/05/2018,10,25.2,25.5,24.0,67,71,63,18.7,18.8,17.9,1004.7,1004.8,1004.3,3.3,96,7.6,48.41,0.0
A652,19/05/2018,09,25.2,26.1,24.8,64,66,61,17.9,18.2,17.9,1004.3,1004.4,1003.8,2.3,73,6.5,-3.01,0.0
A652,19/05/2018,08,25.6,25.9,22.7,63,81,63,18.1,19.6,18.1,1003.9,1004.7,1003.9,1.6,103,8.0,-1.59,0.0
A652,19/05/2018,07,23.3,25.2,23.3,76,76,65,18.8,18.8,18.2,1004.6,1005.2,1004.6,4.8,107,8.0,-1.80,0.0
A652,19/05/2018,06,25.1,25.1,23.3,66,77,66,18.3,19.1,18.3,1005.1,1005.4,1005.1,2.6,71,5.4,-3.19,0.0
A652,19/05/2018,05,23.3,24.0,23.0,77,79,74,19.0,19.5,18.9,1005.2,1005.8,1005.1,3.2,95,5.7,-3.54,0.0
A652,19/05/2018,04,23.2,23.8,23.2,79,79,77,19.3,19.6,19.2,1005.8,1006.8,1005.8,2.1,105,4.9,-3.49,0.0
A652,19/05/2018,03,23.8,24.2,23.6,77,78,75,19.6,19.6,19.5,1006.8,1007.7,1006.8,1.9,81,4.6,-3.49,0.0
A652,19/05/2018,02,24.2,24.2,23.7,76,78,75,19.6,19.8,19.6,1007.7,1008.1,1007.7,2.3,68,5.1,-3.42,0.0
A652,19/05/2018,01,23.8,24.3,23.3,78,85,77,19.8,20.6,19.7,1008.0,1008.2,1008.0,1.3,42,4.6,-3.32,0.0
A652,19/05/2018,00,23.3,23.5,22.7,85,87,84,20.5,20.8,20.2,1008.2,1008.3,1008.1,2.0,70,3.7,-3.42,0.0
A652,20/05/2018,23,20.6,20.7,20.5,69,71,69,14.7,15.1,14.6,1010.2,1010.2,1009.3,3.7,281,10.0,-3.54,0.0
A652,20/05/2018,22,20.5,20.9,20.5,70,71,67,14.8,15.3,14.5,1009.3,1009.3,1008.6,5.2,275,11.9,-3.54,0.0
A652,20/05/2018,21,20.9,21.0,20.7,69,70,62,15.1,15.2,13.5,1008.6,1008.6,1008.1,6.1,270,11.9,5.231,0.0
A652,20/05/2018,20,20.9,21.6,20.9,63,65,58,13.7,14.5,13.1,1008.1,1008.3,1008.1,6.1,273,11.3,143.1,0.0
A652,20/05/2018,19,21.6,21.9,21.6,61,63,58,13.7,14.5,13.0,1008.2,1008.2,1007.8,5.3,274,13.1,973.1,0.0
A652,20/05/2018,18,21.8,21.8,21.6,61,65,59,14.0,14.9,13.2,1007.8,1007.8,1007.3,6.8,269,14.1,1792.,0.2
A652,20/05/2018,17,21.7,21.8,21.5,62,63,57,14.1,14.4,12.7,1007.3,1007.3,1007.0,6.3,268,12.9,2326.,0.0
A652,20/05/2018,16,21.6,21.8,21.5,60,62,58,13.4,14.2,12.9,1007.3,1007.5,1007.2,7.4,271,14.9,2619.,0.0
A652,20/05/2018,15,21.7,22.4,21.6,60,64,57,13.6,15.1,13.3,1007.3,1007.4,1006.8,7.8,269,14.6,2627.,0.0
A652,20/05/2018,14,22.1,22.3,21.5,63,70,62,14.7,16.2,14.5,1006.8,1007.2,1006.5,6.9,272,12.1,2000.,0.0
A652,20/05/2018,13,22.2,22.2,21.1,68,73,67,16.0,16.5,15.4,1006.5,1006.8,1006.3,4.4,275,10.8,1597.,0.0
A652,20/05/2018,12,21.6,21.6,20.5,71,80,71,16.1,17.0,16.0,1006.3,1006.5,1005.6,3.5,284,10.6,737.2,0.0
A652,20/05/2018,11,20.6,20.6,19.7,80,85,79,16.9,17.4,16.8,1005.6,1005.6,1004.9,5.3,276,11.6,289.6,0.0
A652,20/05/2018,10,19.7,20.5,19.7,84,85,75,16.9,17.3,15.9,1004.9,1004.9,1003.5,6.0,277,17.4,15.35,0.2
A652,20/05/2018,09,19.9,21.5,19.9,85,85,67,17.3,17.3,15.0,1003.6,1003.8,1003.4,8.7,268,18.8,0.812,0.0
A652,20/05/2018,08,21.3,21.6,21.2,73,86,73,16.3,19.0,16.3,1003.6,1003.8,1003.5,6.6,265,14.1,-0.00,0.0
A652,20/05/2018,07,21.4,21.9,21.3,86,89,86,18.9,19.9,18.9,1003.8,1003.9,1003.5,4.7,265,9.6,0.517,0.0
A652,20/05/2018,06,21.8,22.0,21.6,89,90,88,19.9,20.2,19.7,1003.7,1004.0,1003.2,5.2,275,9.7,-0.48,0.0
A652,20/05/2018,05,22.0,22.1,21.8,88,88,88,19.9,20.0,19.7,1003.2,1003.9,1003.2,0.6,66,3.1,1.490,0.0
A652,20/05/2018,04,21.9,22.0,21.6,88,88,87,19.7,19.8,19.5,1003.8,1003.8,1003.2,1.9,260,4.6,0.861,0.0
A652,20/05/2018,03,21.7,23.2,21.7,88,88,78,19.5,19.7,18.9,1003.2,1003.6,1003.2,2.0,252,4.6,1.439,0.0
A652,20/05/2018,02,22.4,22.5,21.8,83,85,83,19.3,19.5,19.1,1003.5,1004.2,1003.4,1.0,323,4.9,1.129,0.0
A652,20/05/2018,01,21.8,21.9,21.5,85,87,85,19.2,19.5,19.1,1004.2,1004.8,1004.1,2.1,62,4.8,3.897,0.0
A652,20/05/2018,00,21.6,21.8,21.4,87,88,86,19.4,19.7,19.1,1004.7,1005.1,1004.6,0.8,14,4.0,-0.17,0.0
A652,21/05/2018,23,19.1,19.8,19.0,65,68,64,12.4,13.5,12.3,1014.7,1014.7,1014.1,1.8,298,4.4,-3.54,0.0
A652,21/05/2018,22,19.8,20.0,19.8,67,69,67,13.5,14.0,13.4,1014.1,1014.1,1013.6,2.1,275,5.0,-3.54,0.0
A652,21/05/2018,21,20.0,20.5,19.9,68,68,63,13.8,14.1,13.1,1013.6,1013.6,1013.0,2.4,280,4.8,5.571,0.0
A652,21/05/2018,20,20.5,21.7,20.5,63,63,58,13.2,13.8,12.5,1013.0,1013.0,1012.7,2.3,253,4.9,143.8,0.0
A652,21/05/2018,19,21.6,22.8,21.6,59,62,50,13.2,14.1,11.6,1012.7,1012.8,1012.7,2.6,254,5.1,950.6,0.0
A652,21/05/2018,18,22.8,23.1,21.9,51,56,46,12.2,13.5,10.2,1012.7,1012.7,1012.3,2.1,253,4.8,1766.,0.0
A652,21/05/2018,17,22.7,23.7,22.2,47,54,46,10.9,12.9,10.6,1012.3,1012.4,1012.2,1.3,236,3.7,2357.,0.0
A652,21/05/2018,16,23.3,23.6,22.0,48,59,47,11.7,14.2,11.7,1012.4,1013.0,1012.4,1.7,250,3.7,2426.,0.0
A652,21/05/2018,15,23.2,23.9,22.0,56,68,55,13.8,16.7,13.8,1013.0,1013.8,1013.0,1.2,150,2.8,2327.,0.0
A652,21/05/2018,14,22.0,24.0,22.0,66,66,56,15.4,16.1,14.3,1013.8,1014.5,1013.8,2.2,109,4.4,2225.,0.0
A652,21/05/2018,13,23.5,24.3,22.5,59,63,53,15.1,15.9,12.7,1014.5,1014.6,1014.4,1.7,143,2.5,1994.,0.0
A652,21/05/2018,12,22.6,23.1,21.5,55,62,48,13.1,14.0,11.1,1014.4,1014.4,1013.7,0.7,295,2.0,1389.,0.0
A652,21/05/2018,11,21.8,21.8,19.0,62,68,60,14.3,14.4,12.9,1013.7,1013.7,1012.9,0.5,21,2.5,658.7,0.0
A652,21/05/2018,10,19.0,19.1,18.3,68,70,67,13.0,13.3,12.6,1012.9,1012.9,1012.0,0.7,1,4.0,59.20,0.0
A652,21/05/2018,09,18.7,18.9,18.4,68,71,68,12.7,13.1,12.7,1012.0,1012.0,1011.5,1.9,358,4.5,-3.51,0.0
A652,21/05/2018,08,18.7,19.4,18.7,70,71,68,13.1,13.5,13.1,1011.5,1011.5,1011.1,1.2,14,2.7,-3.51,0.0
A652,21/05/2018,07,19.4,19.4,19.1,69,72,69,13.5,14.0,13.5,1011.1,1011.1,1010.9,1.2,317,3.7,-3.54,0.0
A652,21/05/2018,06,19.2,19.4,19.1,72,72,70,14.0,14.1,13.7,1011.0,1011.1,1010.9,1.5,315,4.0,-3.54,0.0
A652,21/05/2018,05,19.4,19.7,19.2,70,71,68,13.8,14.0,13.4,1011.0,1011.1,1010.9,1.7,305,4.1,-3.54,0.0
A652,21/05/2018,04,19.5,19.8,19.3,69,71,68,13.6,14.4,13.6,1011.1,1011.3,1011.0,1.4,326,3.5,-3.54,0.0
A652,21/05/2018,03,19.8,20.1,19.7,71,73,71,14.5,14.9,14.5,1011.3,1011.4,1011.2,1.5,300,5.5,-3.54,0.0
A652,21/05/2018,02,20.1,20.3,20.0,72,72,70,14.9,15.0,14.5,1011.3,1011.4,1011.2,2.6,278,6.5,-3.54,0.0
A652,21/05/2018,01,20.2,20.5,20.0,71,71,68,14.7,14.9,14.2,1011.2,1011.2,1010.8,2.8,277,7.1,-3.54,0.0
A652,21/05/2018,00,20.4,20.6,20.3,68,70,67,14.4,14.7,14.2,1010.8,1010.8,1010.2,3.2,283,8.5,-3.54,0.0
A652,22/05/2018,23,20.2,20.6,20.1,79,81,79,16.5,17.1,16.4,1014.5,1014.5,1014.0,1.1,315,1.8,-3.54,0.0
A652,22/05/2018,22,20.3,20.7,19.6,80,85,80,16.7,17.6,16.7,1014.0,1014.0,1013.4,0.5,266,3.1,-3.54,0.0
A652,22/05/2018,21,20.3,20.3,20.2,84,84,80,17.6,17.6,16.8,1013.4,1013.4,1013.0,1.9,112,3.1,4.556,0.0
A652,22/05/2018,20,20.3,21.7,20.3,80,80,71,16.8,16.9,16.1,1013.0,1013.0,1012.7,1.7,103,2.8,140.3,0.0
A652,22/05/2018,19,21.7,23.7,21.7,71,71,67,16.2,17.5,16.2,1012.8,1012.8,1012.5,1.8,129,3.5,964.1,0.0
A652,22/05/2018,18,23.6,23.9,22.8,67,68,65,17.2,17.6,16.2,1012.5,1012.8,1012.5,2.5,124,3.8,1790.,0.0
A652,22/05/2018,17,23.3,23.9,23.0,65,66,61,16.3,17.0,15.8,1012.8,1013.2,1012.8,2.6,128,4.3,2325.,0.0
A652,22/05/2018,16,23.2,23.8,23.1,64,64,61,15.9,16.6,15.4,1013.2,1014.2,1013.2,3.5,123,4.9,2601.,0.0
A652,22/05/2018,15,23.5,23.7,22.7,62,64,59,15.8,16.1,14.8,1014.2,1015.2,1014.2,3.4,129,4.2,2677.,0.0
A652,22/05/2018,14,22.8,23.6,22.8,63,63,56,15.3,15.9,13.9,1015.2,1016.2,1015.2,3.0,105,3.9,2482.,0.0
A652,22/05/2018,13,23.0,23.3,20.8,61,70,60,15.1,16.4,14.3,1016.2,1016.4,1016.2,1.6,105,3.5,2041.,0.0
A652,22/05/2018,12,21.2,21.8,20.4,67,70,65,14.8,15.7,14.1,1016.3,1016.3,1016.0,1.6,77,3.4,1403.,0.0
A652,22/05/2018,11,20.4,20.4,18.7,70,75,69,14.7,15.1,13.6,1016.0,1016.0,1015.6,1.4,69,2.8,666.7,0.0
A652,22/05/2018,10,18.8,18.8,17.5,75,80,75,14.3,14.4,13.5,1015.6,1015.6,1015.2,0.5,77,1.1,76.91,0.0
A652,22/05/2018,09,17.6,17.9,17.6,77,77,74,13.6,13.6,13.1,1015.2,1015.2,1014.4,0.2,167,1.5,-3.54,0.0
A652,22/05/2018,07,18.0,18.6,18.0,70,70,68,12.5,13.0,12.2,1014.1,1014.1,1013.8,0.4,301,3.0,-3.54,0.0
A652,22/05/2018,08,17.9,18.1,17.6,74,74,70,13.2,13.2,12.1,1014.4,1014.4,1014.1,0.7,163,1.9,-3.54,0.0
A652,22/05/2018,06,18.3,19.0,18.2,67,67,64,12.1,12.1,11.7,1013.9,1014.1,1013.9,1.0,26,4.1,-3.54,0.0
A652,22/05/2018,05,19.0,19.4,18.9,64,67,63,11.9,12.9,11.9,1014.1,1014.6,1014.1,1.5,22,3.2,-3.54,0.0
A652,22/05/2018,04,19.1,19.6,19.1,65,66,63,12.5,12.8,12.3,1014.6,1015.0,1014.6,1.2,11,3.3,-3.54,0.0
A652,22/05/2018,03,19.5,20.0,19.5,63,64,59,12.4,12.8,11.8,1015.0,1015.3,1015.0,1.1,34,2.8,-3.54,0.0
A652,22/05/2018,02,19.9,19.9,19.4,60,61,56,11.9,12.0,10.5,1015.3,1015.3,1015.2,1.2,6,2.5,-3.54,0.0
A652,22/05/2018,01,19.6,19.9,18.9,55,55,51,10.5,10.5,9.1,1015.3,1015.4,1015.1,1.2,342,3.2,-3.54,0.0
A652,22/05/2018,00,18.9,19.2,18.9,54,66,54,9.4,12.5,9.4,1015.1,1015.1,1014.7,1.5,315,3.6,-3.54,0.0
A652,23/05/2018,23,20.9,21.0,20.9,82,84,82,17.7,18.0,17.7,1019.6,1019.6,1019.2,3.4,281,7.3,-1.67,0.0
A652,23/05/2018,22,21.0,21.0,20.6,83,84,83,18.0,18.1,17.8,1019.2,1019.2,1018.4,3.8,274,8.3,-2.84,0.0
A652,23/05/2018,21,20.7,20.8,20.7,84,84,84,18.0,18.1,17.9,1018.4,1018.4,1018.0,4.3,272,7.6,9.001,0.0
A652,23/05/2018,20,20.7,20.9,20.7,84,84,84,17.9,18.2,17.9,1018.0,1018.0,1017.4,4.4,273,8.0,200.9,0.0
A652,23/05/2018,19,20.9,21.1,20.8,84,84,83,18.1,18.2,17.9,1017.4,1017.4,1017.1,3.7,278,8.1,411.7,0.0
A652,23/05/2018,18,21.1,21.4,21.0,84,84,82,18.2,18.4,18.0,1017.1,1017.1,1016.7,4.1,278,8.8,832.4,0.0
A652,23/05/2018,17,21.2,21.4,21.0,83,84,83,18.2,18.5,18.1,1016.8,1017.1,1016.7,4.8,276,9.1,995.4,0.0
A652,23/05/2018,16,21.2,21.7,21.1,83,83,79,18.2,18.5,17.8,1017.1,1017.2,1017.1,4.7,273,9.8,1260.,0.0
A652,23/05/2018,15,21.7,22.3,21.7,79,80,78,17.8,18.5,17.8,1017.2,1017.7,1017.2,5.4,270,9.8,2692.,0.0
A652,23/05/2018,14,21.7,21.8,21.0,80,83,80,18.1,18.4,17.8,1017.7,1018.0,1017.7,3.7,266,8.0,2099.,0.0
A652,23/05/2018,13,21.2,21.5,21.0,82,82,80,18.0,18.1,17.6,1017.9,1017.9,1017.5,3.7,270,7.6,1651.,0.0
A652,23/05/2018,12,21.2,21.4,20.4,81,84,80,17.9,18.2,17.5,1017.5,1017.5,1016.7,2.7,274,5.3,1334.,0.0
A652,23/05/2018,11,20.4,20.5,19.8,83,86,83,17.5,17.7,17.2,1016.7,1016.7,1015.9,1.1,293,2.0,303.1,0.0
A652,23/05/2018,10,19.8,19.8,19.3,86,86,86,17.4,17.4,16.9,1015.9,1015.9,1014.9,0.3,97,1.4,27.75,0.0
A652,23/05/2018,09,19.4,19.5,19.3,86,86,86,17.0,17.1,16.9,1014.9,1014.9,1014.3,0.7,353,1.6,-3.31,0.0
A652,23/05/2018,08,19.5,19.9,19.5,86,86,86,17.1,17.5,17.1,1014.3,1014.4,1014.1,0.8,305,1.8,-2.26,0.0
A652,23/05/2018,07,19.7,19.8,19.3,86,87,86,17.3,17.5,17.0,1014.1,1014.2,1013.8,1.0,55,2.0,-3.47,0.0
A652,23/05/2018,06,19.3,19.6,19.3,86,86,86,17.0,17.2,17.0,1013.9,1014.2,1013.9,0.3,284,2.3,-3.54,0.0
A652,23/05/2018,05,19.5,19.6,19.4,86,86,85,17.1,17.2,17.0,1014.2,1014.5,1014.2,1.2,290,2.5,-3.54,0.0
A652,23/05/2018,04,19.6,19.9,19.5,85,85,83,17.0,17.2,16.7,1014.5,1015.0,1014.5,1.2,305,2.1,-3.38,0.0
A652,23/05/2018,03,19.7,19.9,19.5,83,84,83,16.8,17.0,16.8,1015.0,1015.1,1014.8,1.5,296,2.1,-3.54,0.0
A652,23/05/2018,02,19.7,20.2,19.7,84,84,81,16.9,17.0,16.6,1014.8,1014.8,1014.7,1.1,298,2.3,-3.54,0.0
A652,23/05/2018,01,20.1,20.6,20.1,81,81,80,16.7,17.0,16.6,1014.8,1014.8,1014.6,1.3,305,2.0,-3.54,0.0
A652,23/05/2018,00,20.6,20.7,20.2,80,81,79,17.1,17.3,16.6,1014.6,1014.7,1014.5,1.0,323,2.5,-3.54,0.0
A652,24/05/2018,23,21.4,21.4,20.9,77,79,77,17.1,17.2,16.9,1019.7,1019.7,1019.3,1.3,307,3.1,-1.99,0.0
A652,24/05/2018,22,20.9,21.0,20.9,79,82,79,17.2,17.9,17.2,1019.3,1019.3,1018.9,1.2,294,2.8,-3.51,0.0
A652,24/05/2018,21,20.9,21.1,20.9,82,83,81,17.8,17.9,17.7,1018.9,1018.9,1018.4,1.6,289,2.7,4.978,0.0
A652,24/05/2018,20,21.1,21.9,21.0,81,82,79,17.7,18.2,17.7,1018.4,1018.5,1018.2,1.3,226,2.4,146.1,0.0
A652,24/05/2018,19,21.5,21.8,21.4,79,80,78,17.7,18.0,17.7,1018.2,1018.2,1018.1,1.4,231,3.6,916.7,0.0
A652,24/05/2018,18,21.7,22.7,21.7,79,79,74,17.9,18.2,17.4,1018.2,1018.3,1018.2,2.3,185,3.7,1686.,0.0
A652,24/05/2018,17,22.1,24.1,22.0,75,75,70,17.5,18.3,17.2,1018.3,1018.8,1018.3,1.6,222,3.9,2237.,0.0
A652,24/05/2018,16,24.0,24.1,23.3,70,72,69,18.3,18.4,17.5,1018.8,1019.7,1018.8,1.7,248,3.9,2485.,0.0
A652,24/05/2018,15,23.6,23.9,23.2,70,72,69,17.9,18.2,17.4,1019.7,1020.4,1019.7,1.3,225,2.7,2519.,0.0
A652,24/05/2018,14,23.3,24.1,22.9,71,74,71,17.7,18.9,17.5,1020.4,1021.0,1020.4,1.4,198,2.1,2255.,0.0
A652,24/05/2018,13,24.1,24.1,22.4,74,76,72,19.1,19.2,17.6,1021.0,1021.1,1020.9,1.5,148,2.3,1826.,0.0
A652,24/05/2018,12,22.4,22.5,21.5,74,81,74,17.5,18.2,17.1,1020.9,1020.9,1020.6,1.1,255,2.4,1267.,0.0
A652,24/05/2018,11,21.6,21.9,19.8,81,86,81,18.2,18.8,17.3,1020.6,1020.6,1020.1,0.6,190,1.4,555.5,0.0
A652,24/05/2018,10,19.8,19.8,19.1,86,87,86,17.3,17.4,16.8,1020.1,1020.1,1019.6,0.6,341,1.3,70.02,0.0
A652,24/05/2018,09,19.5,19.9,19.3,86,86,85,17.1,17.4,16.8,1019.6,1019.6,1019.1,0.3,206,1.6,-3.54,0.0
A652,24/05/2018,08,19.9,20.1,19.8,86,86,86,17.5,17.7,17.4,1019.1,1019.2,1019.0,0.8,350,2.0,-3.42,0.0
A652,24/05/2018,07,20.0,20.1,19.6,86,86,85,17.6,17.8,17.1,1019.2,1019.4,1019.1,0.6,135,1.7,-3.37,0.0
A652,24/05/2018,06,20.0,20.4,20.0,86,86,81,17.6,17.7,16.8,1019.4,1019.6,1019.4,0.7,95,2.6,-3.53,0.0
A652,24/05/2018,05,20.3,20.8,20.3,81,81,77,16.9,17.3,16.3,1019.6,1020.0,1019.5,0.7,322,1.6,-3.17,0.0
A652,24/05/2018,04,20.6,21.1,20.6,77,77,74,16.3,16.4,16.1,1020.0,1020.1,1020.0,0.6,206,2.0,-2.62,0.0
A652,24/05/2018,03,21.0,21.0,20.7,75,77,75,16.3,16.7,16.3,1020.0,1020.3,1020.0,1.0,321,2.3,-3.27,0.0
A652,24/05/2018,02,20.9,21.1,20.9,77,77,76,16.7,16.8,16.4,1020.3,1020.4,1020.2,1.1,307,3.2,-1.79,0.0
A652,24/05/2018,01,20.9,21.1,20.9,77,80,77,16.7,17.5,16.7,1020.3,1020.3,1019.9,0.9,313,6.3,-2.30,0.0
A652,24/05/2018,00,21.0,21.1,20.8,80,82,80,17.5,17.6,17.4,1019.9,1019.9,1019.6,3.1,282,6.7,-1.01,0.0
A652,25/05/2018,23,21.0,21.0,20.7,84,85,84,18.1,18.4,17.9,1018.9,1018.9,1018.5,7.6,111,9.4,0.589,0.0
A652,25/05/2018,22,20.7,20.9,20.5,85,86,85,18.1,18.4,18.1,1018.6,1018.6,1018.1,6.5,115,8.1,2.170,0.0
A652,25/05/2018,21,20.7,20.8,20.5,86,86,86,18.3,18.4,18.0,1018.1,1018.1,1017.8,5.9,122,7.8,6.087,0.0
A652,25/05/2018,20,20.7,21.3,20.7,86,86,84,18.2,18.6,18.1,1017.9,1017.9,1017.6,5.0,126,7.6,156.5,0.0
A652,25/05/2018,19,21.2,21.9,21.2,84,84,81,18.4,18.9,18.4,1017.8,1017.9,1017.7,5.8,122,7.5,356.9,0.0
A652,25/05/2018,18,21.8,23.0,21.7,81,81,78,18.4,19.2,18.1,1017.9,1018.0,1017.7,5.1,128,7.5,956.0,0.0
A652,25/05/2018,17,22.5,24.4,22.3,79,80,73,18.7,19.7,18.3,1018.0,1018.4,1018.0,6.0,140,7.7,1114.,0.0
A652,25/05/2018,16,23.9,24.1,22.9,74,75,71,19.0,19.0,17.8,1018.4,1019.2,1018.4,2.9,159,4.4,2379.,0.0
A652,25/05/2018,15,23.2,24.3,22.9,74,76,73,18.3,19.6,18.1,1019.2,1019.9,1019.2,1.4,188,2.5,2416.,0.0
A652,25/05/2018,14,24.1,24.2,23.1,74,78,74,19.3,19.7,18.7,1019.9,1020.3,1019.9,1.6,134,2.1,2235.,0.0
A652,25/05/2018,13,23.2,24.1,21.9,77,83,75,19.0,20.4,18.4,1020.3,1020.5,1020.3,1.5,108,2.2,1594.,0.0
A652,25/05/2018,12,21.9,22.5,21.1,83,86,83,18.8,19.9,18.0,1020.3,1020.3,1019.5,0.9,219,3.2,1098.,0.0
A652,25/05/2018,11,21.5,21.5,20.1,86,89,86,19.1,19.1,18.2,1019.5,1019.6,1018.9,1.6,112,2.7,526.5,0.0
A652,25/05/2018,10,20.2,20.2,19.7,89,90,89,18.3,18.3,17.9,1018.9,1019.0,1018.7,1.0,95,2.5,55.35,0.0
A652,25/05/2018,09,19.9,20.1,19.8,90,90,89,18.1,18.3,18.0,1018.7,1018.7,1018.3,0.7,84,2.3,-2.38,0.0
A652,25/05/2018,08,20.0,20.2,20.0,89,89,89,18.2,18.3,18.1,1018.3,1018.3,1018.1,1.6,105,2.3,0.404,0.0
A652,25/05/2018,07,20.0,20.3,19.9,89,89,87,18.2,18.2,18.0,1018.1,1018.2,1018.0,0.7,106,2.2,-2.93,0.0
A652,25/05/2018,06,20.2,20.6,20.2,87,87,84,18.0,18.1,17.6,1018.2,1018.6,1018.2,1.5,105,2.4,-3.54,0.0
A652,25/05/2018,05,20.5,21.0,20.5,84,84,80,17.6,17.8,17.4,1018.5,1019.1,1018.5,0.5,63,1.7,-3.54,0.0
A652,25/05/2018,04,21.0,21.1,20.6,80,80,78,17.5,17.6,16.8,1019.1,1019.5,1019.1,0.9,6,1.7,-3.52,0.0
A652,25/05/2018,03,20.9,21.0,20.6,79,80,79,17.2,17.3,17.0,1019.5,1019.7,1019.5,0.5,314,1.3,-3.54,0.0
A652,25/05/2018,02,20.9,21.3,20.9,79,79,78,17.1,17.5,17.1,1019.7,1020.1,1019.7,0.7,309,2.4,-2.79,0.0
A652,25/05/2018,01,21.2,21.5,21.2,79,79,77,17.4,17.6,17.1,1020.1,1020.1,1019.9,1.2,286,2.5,-2.06,0.0
A652,25/05/2018,00,21.4,21.4,21.2,77,77,76,17.1,17.2,17.0,1019.9,1020.0,1019.7,0.9,303,2.7,-1.35,0.0
A652,26/05/2018,23,20.8,21.4,20.8,83,83,80,17.8,17.9,17.6,1018.6,1018.6,1018.0,2.5,101,5.5,-3.53,0.0
A652,26/05/2018,22,21.1,21.4,21.1,81,81,81,17.7,18.0,17.7,1018.0,1018.0,1017.0,3.5,102,8.1,-3.37,0.0
A652,26/05/2018,21,21.3,21.5,21.1,81,82,80,18.0,18.1,17.8,1017.0,1017.0,1016.5,5.6,95,9.7,8.491,0.0
A652,26/05/2018,20,21.1,21.9,21.1,82,82,79,17.8,18.1,17.8,1016.5,1016.6,1016.5,5.4,106,8.5,165.1,0.0
A652,26/05/2018,19,22.0,23.5,22.0,79,79,74,18.1,18.7,18.0,1016.5,1016.6,1016.4,5.4,110,7.4,857.3,0.0
A652,26/05/2018,18,23.3,23.7,22.8,75,76,69,18.6,18.6,17.4,1016.6,1017.0,1016.6,5.4,111,7.3,1155.,0.0
