codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A636,04/06/2018,13,21.5,21.5,20.3,71,87,71,16.0,18.2,16.0,1023.7,1023.8,1023.6,0.4,45,2.2,1219.,0.0
A636,04/06/2018,12,20.4,20.4,18.2,86,89,86,18.1,18.1,16.2,1023.7,1023.8,1023.5,0.5,58,2.0,716.7,0.2
A636,04/06/2018,11,18.3,18.4,17.8,89,89,89,16.5,16.5,16.1,1023.5,1023.6,1023.4,0.0,136,4.7,135.7,0.2
A636,04/06/2018,10,17.8,17.8,17.7,89,89,89,16.1,16.1,15.9,1023.4,1023.4,1022.6,1.2,177,3.4,27.10,2.0
A636,04/06/2018,09,17.7,17.9,17.7,89,89,89,15.9,16.0,15.9,1022.6,1022.6,1022.1,0.4,44,1.2,13.24,2.2
A636,04/06/2018,08,17.9,18.1,17.8,89,89,89,16.0,16.2,16.0,1022.1,1022.1,1021.9,0.1,52,2.3,15.38,1.4
A636,04/06/2018,07,18.1,18.1,17.9,89,89,89,16.2,16.2,16.0,1021.9,1022.4,1021.9,0.1,109,1.9,15.68,0.0
A636,04/06/2018,06,17.9,18.0,17.8,89,89,88,16.0,16.1,15.9,1022.4,1022.9,1022.4,0.2,50,1.5,14.16,0.0
A636,04/06/2018,05,17.8,17.9,17.8,88,88,88,15.9,16.0,15.8,1022.9,1023.2,1022.8,0.3,51,1.2,14.72,0.0
A636,04/06/2018,04,17.9,18.3,17.8,88,88,83,15.8,15.9,15.4,1022.9,1023.0,1022.7,0.2,196,4.1,12.62,0.0
A636,04/06/2018,03,18.3,18.9,18.0,83,87,82,15.3,16.3,15.3,1022.9,1023.4,1022.9,0.7,236,6.3,11.77,0.0
A636,04/06/2018,02,18.7,19.0,18.1,85,87,84,16.1,16.4,15.7,1023.3,1023.5,1023.3,0.8,226,4.8,14.36,0.0
A636,04/06/2018,01,18.3,19.2,18.3,86,86,82,15.8,16.2,15.6,1023.4,1023.5,1023.0,0.6,216,5.1,13.88,0.6
A636,04/06/2018,00,18.9,19.2,18.5,84,85,82,16.1,16.4,15.8,1023.0,1023.3,1022.6,1.3,226,5.5,11.75,0.2
A636,05/06/2018,23,18.3,18.9,18.3,87,88,86,16.1,16.6,16.1,1016.3,1016.3,1015.9,0.1,235,3.1,10.22,0.6
A636,05/06/2018,22,18.4,18.7,18.4,88,88,86,16.3,16.5,16.3,1016.0,1016.0,1015.6,0.2,216,1.3,11.16,0.2
A636,05/06/2018,21,18.7,19.4,18.6,86,86,82,16.4,16.4,16.1,1015.7,1015.9,1015.3,0.4,260,1.3,11.49,0.4
A636,05/06/2018,20,19.3,20.3,19.2,83,83,75,16.2,16.3,15.6,1015.3,1015.3,1014.8,0.2,262,2.2,30.61,0.0
A636,05/06/2018,19,20.2,21.0,20.2,75,75,68,15.7,15.7,14.9,1015.1,1015.2,1015.0,0.6,256,3.6,156.7,0.0
A636,05/06/2018,18,21.0,21.9,21.0,69,69,66,15.1,15.5,14.9,1015.2,1015.3,1015.0,1.5,242,4.5,392.3,0.0
A636,05/06/2018,17,21.9,23.0,21.9,66,69,57,15.2,16.1,13.7,1015.2,1015.7,1015.1,1.0,221,3.0,777.2,0.0
A636,05/06/2018,16,22.2,22.7,21.9,65,65,57,15.2,15.5,13.5,1015.7,1016.5,1015.7,0.5,332,2.8,914.3,0.0
A636,05/06/2018,15,22.0,22.3,21.7,61,66,60,14.1,15.3,14.1,1016.5,1017.3,1016.5,1.1,22,2.6,899.3,0.0
A636,05/06/2018,14,21.8,22.2,20.8,64,71,63,14.8,15.7,14.4,1017.3,1018.2,1017.3,0.5,346,1.9,928.4,0.0
A636,05/06/2018,13,21.1,21.1,20.2,70,76,70,15.4,16.1,15.1,1018.2,1018.3,1018.0,0.4,242,3.1,663.1,0.0
A636,05/06/2018,12,20.3,20.5,19.4,74,86,73,15.4,16.9,15.4,1018.1,1018.3,1017.8,0.4,285,2.8,646.2,0.0
A636,05/06/2018,11,19.4,19.4,16.7,86,89,86,16.9,17.0,14.9,1018.2,1018.2,1017.7,0.1,329,2.1,337.7,0.0
A636,05/06/2018,10,16.8,17.3,16.7,89,89,88,14.9,15.4,14.8,1017.8,1017.9,1017.7,0.4,261,1.2,26.67,0.0
A636,05/06/2018,09,17.3,17.4,17.2,88,89,88,15.4,15.5,15.2,1017.9,1017.9,1017.1,0.1,261,1.9,-1.25,0.0
A636,05/06/2018,08,17.4,17.8,17.4,88,89,88,15.5,15.8,15.5,1017.3,1017.8,1017.3,0.2,250,1.4,-2.45,0.0
A636,05/06/2018,07,17.7,17.9,17.7,88,88,88,15.8,15.9,15.6,1017.8,1018.3,1017.8,0.0,223,1.0,-0.70,0.0
A636,05/06/2018,06,17.9,18.1,17.8,88,88,88,15.8,16.0,15.7,1018.2,1018.6,1018.2,0.1,227,1.4,0.416,0.0
A636,05/06/2018,05,17.9,18.0,17.9,88,88,87,15.8,15.8,15.7,1018.6,1019.5,1018.6,0.3,250,0.9,0.383,0.0
A636,05/06/2018,04,18.0,18.3,17.9,87,87,84,15.7,15.7,15.5,1019.4,1020.1,1019.4,0.0,241,1.2,-1.01,0.0
A636,05/06/2018,03,18.3,18.8,18.3,84,84,82,15.5,15.9,15.4,1020.1,1020.4,1020.1,0.4,285,3.2,-0.52,0.0
A636,05/06/2018,02,18.6,18.7,17.7,84,87,84,15.9,16.3,15.5,1020.3,1020.7,1020.3,0.8,5,3.5,0.321,0.0
A636,05/06/2018,01,17.8,18.3,17.7,87,87,85,15.6,15.8,15.5,1020.7,1021.4,1020.7,0.2,241,1.1,0.767,0.0
A636,05/06/2018,00,18.2,18.3,17.8,86,87,86,15.8,15.9,15.6,1021.4,1021.8,1021.4,0.2,333,2.3,2.683,0.0
A636,06/06/2018,23,22.2,22.4,21.5,74,77,71,17.3,17.5,16.9,1013.5,1013.6,1012.8,0.8,197,3.0,-1.70,0.0
A636,06/06/2018,22,22.1,22.6,22.1,72,72,68,16.9,17.0,16.4,1012.8,1012.9,1012.0,0.7,210,3.4,-2.06,0.0
A636,06/06/2018,21,22.5,23.0,22.5,69,69,65,16.5,16.6,16.0,1012.0,1012.0,1011.3,1.2,196,4.7,-0.15,0.0
A636,06/06/2018,20,23.0,23.6,23.0,65,65,61,16.1,16.1,15.5,1011.3,1011.3,1010.5,1.0,190,5.8,91.97,0.0
A636,06/06/2018,19,23.6,25.1,23.6,61,61,55,15.5,15.6,15.3,1010.5,1010.5,1010.1,1.8,223,5.6,394.4,0.0
A636,06/06/2018,18,25.2,25.5,24.3,55,58,53,15.4,16.0,15.0,1010.1,1010.2,1009.9,1.5,215,7.0,1411.,0.0
A636,06/06/2018,17,24.3,25.2,24.3,58,58,54,15.4,16.3,15.0,1010.1,1010.5,1010.0,1.9,171,5.3,816.4,0.0
A636,06/06/2018,16,25.2,26.4,25.1,54,54,47,15.2,15.2,13.7,1010.5,1011.4,1010.5,1.8,217,7.9,1613.,0.0
A636,06/06/2018,15,26.3,27.6,26.1,47,49,43,14.1,14.9,13.0,1011.3,1011.4,1011.1,2.8,216,8.0,2702.,0.0
A636,06/06/2018,14,26.4,26.6,24.6,45,61,44,13.6,16.5,13.2,1011.4,1011.5,1010.8,2.3,242,10.8,1302.,0.0
A636,06/06/2018,13,25.3,26.6,25.3,50,50,45,14.2,14.5,13.6,1010.8,1010.9,1010.2,3.4,272,9.4,980.1,0.0
A636,06/06/2018,12,26.1,26.4,24.7,47,54,45,13.9,14.7,13.4,1010.2,1010.2,1009.6,3.1,252,8.2,750.6,0.0
A636,06/06/2018,11,24.8,25.4,20.2,54,76,51,15.0,16.2,14.5,1009.7,1009.7,1008.8,2.1,247,6.1,291.9,0.0
A636,06/06/2018,10,21.4,21.4,18.2,70,86,70,15.6,16.7,15.5,1008.8,1008.8,1008.2,1.2,32,3.2,33.19,0.0
A636,06/06/2018,09,18.5,20.5,18.5,84,84,76,15.7,16.7,15.2,1008.2,1008.2,1008.0,0.6,200,4.3,-0.26,0.0
A636,06/06/2018,08,18.5,20.3,18.3,84,85,72,15.8,15.9,15.1,1008.1,1008.5,1008.1,0.7,254,4.2,2.308,0.0
A636,06/06/2018,07,19.5,22.0,18.8,76,83,62,15.2,16.1,14.0,1008.4,1009.3,1008.3,0.9,34,4.9,5.799,0.0
A636,06/06/2018,06,18.9,19.6,18.9,82,82,80,15.9,16.1,15.8,1009.3,1010.2,1009.3,1.4,26,6.0,9.182,0.0
A636,06/06/2018,05,19.5,20.3,19.5,80,80,75,15.9,16.1,15.6,1010.1,1011.2,1010.1,2.8,13,6.2,8.576,0.0
A636,06/06/2018,04,19.7,19.9,19.7,80,82,79,16.1,16.6,16.1,1011.2,1012.2,1011.2,1.6,324,6.2,8.564,0.0
A636,06/06/2018,03,19.8,19.9,19.5,82,84,82,16.6,16.9,16.6,1012.2,1013.2,1012.2,2.7,289,7.2,15.16,0.0
A636,06/06/2018,02,19.6,19.6,18.1,84,89,84,16.7,17.1,16.3,1013.2,1014.8,1013.2,1.9,309,5.2,11.30,0.2
A636,06/06/2018,01,18.1,18.2,18.0,89,89,88,16.3,16.3,16.1,1014.9,1016.1,1014.9,0.4,287,1.5,10.66,0.2
A636,06/06/2018,00,18.1,18.4,18.0,88,88,87,16.1,16.3,16.0,1016.1,1016.3,1016.0,0.0,315,1.6,11.93,0.2
