codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A636,06/05/2018,23,20.1,20.9,20.0,87,87,84,17.8,18.2,17.7,1019.0,1019.0,1018.5,0.2,244,0.8,-3.40,0.0
A636,06/05/2018,22,20.9,22.5,20.9,84,84,77,18.2,18.5,18.2,1018.5,1018.5,1018.1,0.2,243,2.0,-3.54,0.0
A636,06/05/2018,21,22.5,24.3,22.5,77,78,70,18.3,19.0,18.3,1018.1,1018.1,1017.8,0.2,348,3.0,10.91,0.0
A636,06/05/2018,20,24.3,25.6,24.1,70,71,66,18.5,18.8,18.4,1017.8,1017.9,1017.3,0.8,163,5.0,297.0,0.0
A636,06/05/2018,19,25.6,26.3,25.3,66,67,63,18.7,19.0,18.3,1017.3,1017.4,1017.1,1.5,190,6.1,1139.,0.0
A636,06/05/2018,18,26.1,27.0,25.7,63,66,62,18.6,19.4,18.2,1017.2,1017.3,1017.0,2.6,220,7.0,1484.,0.0
A636,06/05/2018,17,26.8,27.5,26.0,65,65,59,19.6,19.6,18.3,1017.1,1017.5,1017.1,2.0,211,5.9,1125.,0.0
A636,06/05/2018,16,27.3,27.5,26.3,60,65,60,19.0,19.9,18.4,1017.5,1018.1,1017.5,1.3,230,5.2,1712.,0.0
A636,06/05/2018,15,27.0,27.5,26.1,63,68,62,19.2,20.0,19.0,1018.1,1018.8,1018.1,1.3,127,5.8,2315.,0.0
A636,06/05/2018,14,26.4,26.9,25.4,65,72,65,19.4,20.7,19.3,1018.8,1019.2,1018.8,1.7,109,3.8,2050.,0.0
A636,06/05/2018,13,26.0,26.3,24.7,69,76,69,19.9,20.8,19.3,1019.1,1019.2,1019.1,0.4,312,2.1,1274.,0.0
A636,06/05/2018,12,24.9,24.9,21.7,75,89,74,20.1,22.1,19.7,1019.2,1019.2,1018.8,0.5,128,1.6,1135.,0.0
A636,06/05/2018,11,21.7,21.7,18.2,89,89,89,19.8,19.8,16.4,1018.8,1018.8,1018.2,0.0,288,1.2,398.1,0.0
A636,06/05/2018,10,18.2,18.2,17.9,89,89,89,16.4,16.4,16.0,1018.2,1018.2,1017.7,0.2,273,1.2,56.35,0.0
A636,06/05/2018,09,18.0,18.3,18.0,89,89,89,16.1,16.4,16.1,1017.7,1017.7,1017.1,0.1,267,1.0,5.250,0.0
A636,06/05/2018,08,18.2,18.5,18.2,89,89,89,16.3,16.6,16.3,1017.1,1017.1,1016.6,0.0,265,0.5,4.764,0.0
A636,06/05/2018,07,18.4,18.8,18.4,89,89,88,16.5,16.8,16.5,1016.6,1016.8,1016.5,0.0,257,0.8,0.975,0.0
A636,06/05/2018,06,18.7,19.0,18.7,88,88,88,16.8,17.0,16.7,1016.8,1017.1,1016.8,0.1,258,0.7,-2.00,0.0
A636,06/05/2018,05,19.0,19.2,19.0,88,88,88,17.0,17.2,16.9,1017.1,1017.3,1017.1,0.0,264,0.7,-0.76,0.0
A636,06/05/2018,04,19.0,19.3,18.9,88,88,87,16.9,17.2,16.9,1017.2,1017.3,1017.2,0.0,221,0.5,-1.65,0.0
A636,06/05/2018,03,19.2,19.5,19.1,87,87,87,17.0,17.3,17.0,1017.3,1017.5,1017.3,0.0,255,0.6,-2.63,0.0
A636,06/05/2018,02,19.5,20.0,19.5,87,87,86,17.2,17.5,17.2,1017.5,1017.7,1017.5,0.0,262,0.7,-3.29,0.0
A636,06/05/2018,01,20.0,20.6,20.0,86,86,83,17.5,17.6,17.4,1017.7,1017.7,1017.4,0.0,267,0.8,-3.47,0.0
A636,06/05/2018,00,20.6,21.3,20.6,83,83,79,17.7,17.7,17.4,1017.5,1017.6,1017.1,0.1,260,1.1,-3.53,0.0
A636,07/05/2018,23,20.8,20.9,20.7,87,87,86,18.6,18.6,18.4,1019.2,1019.3,1018.9,0.1,261,1.1,-3.21,0.0
A636,07/05/2018,22,20.9,21.7,20.9,86,86,84,18.5,18.9,18.5,1018.9,1018.9,1018.5,0.0,242,1.4,-3.49,0.0
A636,07/05/2018,21,21.7,23.6,21.7,84,84,76,18.9,19.4,18.9,1018.6,1018.6,1018.1,0.7,254,2.1,4.817,0.0
A636,07/05/2018,20,23.6,25.7,23.6,76,76,65,19.1,19.1,18.5,1018.1,1018.1,1017.6,0.5,147,4.9,422.3,0.0
A636,07/05/2018,19,25.6,26.2,25.3,65,68,64,18.6,19.4,18.6,1017.6,1017.6,1017.5,1.3,237,4.3,1181.,0.0
A636,07/05/2018,18,25.4,25.5,24.1,67,74,67,18.8,19.9,18.5,1017.6,1018.0,1017.6,1.3,238,5.6,700.2,0.0
A636,07/05/2018,17,24.6,26.7,24.6,70,72,65,18.9,20.6,18.9,1018.0,1018.2,1017.9,1.6,238,4.9,2054.,0.0
A636,07/05/2018,16,26.1,26.5,25.2,67,74,64,19.5,20.9,18.6,1018.2,1018.9,1018.2,0.6,80,3.6,1746.,0.0
A636,07/05/2018,15,25.6,25.7,23.7,74,82,73,20.5,21.0,19.9,1018.9,1019.4,1018.9,1.0,174,3.1,1466.,0.0
A636,07/05/2018,14,23.7,23.8,22.6,81,85,81,20.3,20.6,19.8,1019.4,1020.0,1019.4,0.2,297,2.3,674.8,0.4
A636,07/05/2018,13,22.6,25.4,22.6,84,84,71,19.8,20.0,19.1,1020.0,1020.0,1019.6,0.5,249,2.2,702.7,1.6
A636,07/05/2018,12,24.7,25.1,23.7,72,86,72,19.3,21.7,19.3,1019.7,1019.7,1019.2,0.7,74,2.1,1097.,0.0
A636,07/05/2018,11,23.8,24.0,20.5,86,89,86,21.3,21.9,18.7,1019.2,1019.2,1018.9,0.1,108,0.7,798.2,0.0
A636,07/05/2018,10,20.5,20.5,20.2,89,89,89,18.7,18.7,18.3,1018.9,1018.9,1018.2,0.0,258,0.9,92.17,0.0
A636,07/05/2018,09,20.3,20.8,20.3,89,89,89,18.4,19.0,18.4,1018.2,1018.2,1017.8,0.2,251,0.9,7.464,0.0
A636,07/05/2018,08,20.8,20.9,20.7,89,89,89,18.9,19.1,18.8,1017.8,1017.8,1017.5,0.0,267,1.0,8.865,0.0
A636,07/05/2018,07,20.9,21.1,20.9,89,89,89,19.0,19.2,19.0,1017.6,1017.8,1017.5,0.0,282,0.7,9.351,0.0
A636,07/05/2018,06,21.0,21.2,21.0,89,89,89,19.1,19.2,19.1,1017.8,1018.2,1017.8,0.0,355,0.9,9.149,0.0
A636,07/05/2018,05,21.2,21.2,21.0,89,89,88,19.2,19.2,19.0,1018.2,1018.6,1018.2,0.1,280,0.9,12.10,0.2
A636,07/05/2018,04,21.1,21.1,20.7,88,88,88,19.1,19.1,18.6,1018.6,1018.8,1018.5,0.1,261,1.3,11.41,1.2
A636,07/05/2018,03,20.7,20.8,20.1,88,88,88,18.7,18.7,18.1,1018.8,1019.1,1018.8,0.1,182,1.2,3.540,0.0
A636,07/05/2018,02,20.1,20.2,19.9,88,88,88,18.1,18.1,17.8,1019.0,1019.2,1019.0,0.1,249,1.3,-0.42,0.0
A636,07/05/2018,01,20.1,20.1,19.5,88,88,87,18.0,18.0,17.4,1019.1,1019.1,1019.0,0.5,267,1.3,-1.47,0.0
A636,07/05/2018,00,19.7,20.1,19.7,87,87,87,17.5,17.9,17.5,1019.0,1019.0,1019.0,0.0,291,0.8,-2.70,0.0
A636,08/05/2018,23,20.3,20.7,20.3,85,85,84,17.8,17.9,17.5,1020.0,1020.0,1019.2,0.6,233,2.3,-2.82,0.0
A636,08/05/2018,22,20.5,20.9,20.4,84,84,81,17.7,17.7,17.4,1019.2,1019.2,1018.3,0.5,261,2.0,-2.12,0.0
A636,08/05/2018,21,20.9,21.8,20.7,81,82,78,17.6,17.9,17.5,1018.3,1018.3,1018.0,0.7,250,1.9,10.17,0.0
A636,08/05/2018,20,21.7,23.5,21.7,78,79,67,17.6,18.7,16.9,1018.0,1018.1,1017.9,0.1,238,2.8,197.6,0.0
A636,08/05/2018,19,23.4,24.5,23.4,69,72,62,17.4,18.3,16.0,1018.0,1018.0,1017.9,0.3,222,2.5,734.9,0.0
A636,08/05/2018,18,23.6,23.6,22.8,71,78,68,18.1,18.7,17.2,1018.0,1018.3,1018.0,0.4,246,3.7,439.5,0.0
A636,08/05/2018,17,23.6,24.1,23.4,69,79,67,17.6,19.8,17.4,1018.3,1018.6,1018.2,1.0,92,5.1,786.3,0.0
A636,08/05/2018,16,23.6,23.6,22.7,77,80,73,19.3,19.7,18.3,1018.6,1019.1,1018.6,0.4,326,3.4,687.8,0.0
A636,08/05/2018,15,22.9,23.0,22.2,78,83,78,18.9,19.4,18.7,1019.1,1019.7,1019.1,0.6,229,3.8,625.4,0.0
A636,08/05/2018,14,22.3,22.8,22.3,82,82,77,19.1,19.2,18.5,1019.7,1019.9,1019.7,0.5,282,4.2,535.6,0.2
A636,08/05/2018,13,22.7,22.8,21.3,79,86,78,18.9,19.3,18.6,1019.8,1020.1,1019.8,1.7,228,4.2,629.7,0.0
A636,08/05/2018,12,21.3,21.7,21.2,85,87,84,18.7,19.2,18.5,1020.0,1020.0,1019.3,0.9,244,4.3,305.3,1.4
A636,08/05/2018,11,21.2,21.2,20.9,87,89,87,18.9,19.2,18.8,1019.3,1019.3,1018.9,0.8,208,4.7,175.1,2.0
A636,08/05/2018,10,21.0,21.0,20.2,89,89,89,19.1,19.1,18.3,1018.9,1018.9,1018.1,1.3,224,3.5,34.61,0.8
A636,08/05/2018,09,20.4,20.5,19.2,89,89,89,18.6,18.7,17.4,1018.1,1018.1,1017.7,0.6,234,2.9,10.99,2.8
A636,08/05/2018,08,19.2,19.4,18.8,89,89,89,17.4,17.5,16.9,1017.7,1017.7,1017.3,0.0,275,1.0,10.98,0.0
A636,08/05/2018,07,18.9,19.3,18.8,89,89,89,17.0,17.4,17.0,1017.4,1017.7,1017.3,0.0,259,0.9,8.218,0.0
A636,08/05/2018,06,19.2,19.5,19.1,89,89,88,17.3,17.5,17.2,1017.7,1018.2,1017.7,0.1,216,1.0,7.072,0.0
A636,08/05/2018,05,19.5,20.5,19.5,88,88,88,17.5,18.3,17.5,1018.2,1018.5,1018.2,0.1,259,0.9,4.566,0.0
A636,08/05/2018,04,20.5,21.2,19.8,88,89,87,18.3,19.2,17.9,1018.5,1018.8,1018.5,0.0,39,4.0,2.009,0.0
A636,08/05/2018,03,19.9,20.4,19.9,89,89,88,17.9,18.4,17.9,1018.8,1019.2,1018.8,0.0,275,0.9,-2.76,0.0
A636,08/05/2018,02,20.2,20.4,20.1,88,88,88,18.2,18.4,18.1,1019.2,1019.3,1018.9,0.1,265,0.7,-2.49,0.0
A636,08/05/2018,01,20.1,20.5,20.0,88,88,88,18.1,18.4,17.9,1019.0,1019.2,1019.0,0.0,260,1.1,-3.40,0.0
A636,08/05/2018,00,20.5,20.8,20.5,88,88,87,18.4,18.6,18.4,1019.2,1019.3,1019.2,0.0,260,1.6,-3.13,0.0
A636,09/05/2018,23,19.1,19.6,19.1,84,84,82,16.4,16.6,16.2,1019.4,1019.5,1019.1,0.3,213,1.5,-3.29,0.0
A636,09/05/2018,22,19.3,20.4,19.3,82,82,78,16.2,16.6,15.9,1019.1,1019.1,1018.2,0.4,263,3.6,-3.39,0.0
A636,09/05/2018,21,20.2,22.4,20.2,80,80,68,16.7,17.0,16.1,1018.3,1018.3,1017.9,0.4,253,3.0,24.48,0.0
A636,09/05/2018,20,22.4,24.5,22.4,68,68,60,16.1,17.2,15.9,1018.0,1018.1,1017.7,1.6,252,3.8,390.2,0.0
A636,09/05/2018,19,24.4,25.6,24.4,60,61,53,16.0,17.0,14.6,1017.8,1017.9,1017.8,0.8,207,3.8,1025.,0.0
A636,09/05/2018,18,25.4,26.4,25.1,53,57,49,15.2,16.5,14.2,1017.8,1018.2,1017.8,1.2,217,4.6,1644.,0.0
A636,09/05/2018,17,25.9,26.9,25.1,51,58,48,15.0,16.9,14.1,1018.2,1019.1,1018.2,1.4,163,3.5,2123.,0.0
A636,09/05/2018,16,26.2,26.3,23.9,55,68,52,16.4,17.9,15.5,1019.1,1020.3,1019.1,1.2,69,3.0,1622.,0.0
A636,09/05/2018,15,23.9,25.1,23.5,65,71,57,17.0,18.0,15.6,1020.3,1020.6,1020.3,0.6,264,3.4,789.8,0.0
A636,09/05/2018,14,24.6,25.5,23.2,58,76,54,15.7,18.9,14.9,1020.6,1021.2,1020.6,1.0,66,4.1,1363.,0.0
A636,09/05/2018,13,23.2,24.4,23.0,74,75,60,18.3,18.4,15.8,1021.2,1021.5,1021.2,0.0,177,2.9,1200.,0.0
A636,09/05/2018,12,24.3,24.6,21.4,61,80,61,16.3,18.8,16.2,1021.4,1021.4,1020.8,0.9,23,2.9,1745.,0.0
A636,09/05/2018,11,21.4,21.4,19.7,80,88,80,17.8,18.9,17.7,1020.8,1020.8,1020.5,1.0,292,3.0,477.2,0.0
A636,09/05/2018,10,19.8,19.9,19.4,88,89,88,17.8,17.9,17.5,1020.5,1020.5,1020.1,0.6,259,2.5,56.48,0.2
A636,09/05/2018,09,19.9,19.9,19.3,89,89,89,17.9,18.0,17.3,1020.1,1020.1,1019.4,1.0,248,2.5,11.60,0.0
A636,09/05/2018,08,19.4,19.5,19.3,89,89,88,17.4,17.5,17.3,1019.4,1019.4,1019.2,0.5,258,1.6,12.44,0.4
A636,09/05/2018,07,19.4,20.1,17.9,88,89,88,17.3,18.2,16.1,1019.2,1019.5,1019.2,0.1,341,3.9,4.661,0.0
A636,09/05/2018,06,17.9,18.2,17.7,89,89,89,16.1,16.3,15.9,1019.4,1019.7,1019.3,0.0,277,1.0,-2.25,0.0
A636,09/05/2018,05,18.2,18.6,18.2,89,89,88,16.3,16.6,16.2,1019.6,1020.0,1019.6,0.0,273,1.1,-2.60,0.0
A636,09/05/2018,04,18.6,19.9,18.6,88,88,88,16.6,17.8,16.6,1020.0,1020.5,1019.9,0.0,62,1.9,-3.32,0.0
A636,09/05/2018,03,19.7,19.7,19.5,88,88,87,17.6,17.7,17.4,1020.5,1020.7,1020.5,0.3,247,1.2,-2.44,0.0
A636,09/05/2018,02,19.7,20.1,19.7,87,87,86,17.5,17.8,17.5,1020.7,1020.7,1020.3,0.2,243,1.8,-3.19,0.0
A636,09/05/2018,01,20.0,20.4,20.0,86,86,86,17.7,18.0,17.7,1020.3,1020.4,1020.3,0.2,226,1.8,-2.88,0.0
A636,09/05/2018,00,20.3,20.4,20.2,86,86,85,17.9,17.9,17.7,1020.3,1020.4,1020.0,0.3,250,2.3,-2.74,0.0
A636,10/05/2018,23,18.2,18.5,18.0,87,87,86,15.9,16.1,15.7,1016.5,1016.5,1015.8,0.7,253,2.0,-3.44,0.0
A636,10/05/2018,22,18.5,19.7,18.5,86,86,82,16.1,16.4,16.0,1015.8,1015.8,1015.1,0.1,239,1.2,-3.53,0.0
A636,10/05/2018,21,19.7,21.6,19.7,82,82,73,16.5,16.7,16.4,1015.1,1015.1,1014.9,0.4,233,2.0,6.398,0.0
A636,10/05/2018,20,21.6,25.2,21.6,73,73,55,16.5,17.1,15.4,1015.0,1015.2,1015.0,0.9,252,3.9,311.9,0.0
A636,10/05/2018,19,25.2,26.2,25.1,56,58,50,15.9,16.3,14.8,1015.2,1015.3,1015.1,1.5,187,4.9,1154.,0.0
A636,10/05/2018,18,26.1,26.6,24.9,50,58,50,14.9,16.5,14.8,1015.3,1015.8,1015.3,1.1,213,6.3,1794.,0.0
A636,10/05/2018,17,25.2,26.1,24.8,57,60,50,16.0,16.9,14.6,1015.8,1016.5,1015.7,1.8,201,5.6,2293.,0.0
A636,10/05/2018,16,26.1,26.7,25.4,50,55,49,14.9,16.3,14.6,1016.5,1017.5,1016.5,1.0,245,4.4,2527.,0.0
A636,10/05/2018,15,25.9,27.2,25.3,53,55,45,15.7,16.3,13.7,1017.5,1018.5,1017.5,1.7,166,4.2,2479.,0.0
A636,10/05/2018,14,25.9,26.3,25.0,47,56,46,13.6,16.1,13.4,1018.5,1019.2,1018.5,0.9,144,2.7,2445.,0.0
A636,10/05/2018,13,25.0,25.2,23.8,52,60,52,14.6,16.0,14.6,1019.0,1019.2,1019.0,0.7,84,2.9,2057.,0.0
A636,10/05/2018,12,24.1,24.2,22.1,58,72,57,15.4,17.6,15.1,1019.2,1019.2,1019.1,0.8,29,2.3,1444.,0.0
A636,10/05/2018,11,22.4,22.6,18.3,70,88,70,16.6,18.2,16.3,1019.1,1019.1,1019.0,0.2,72,1.2,724.3,0.0
A636,10/05/2018,10,18.3,18.3,17.9,88,88,87,16.2,16.2,15.8,1019.0,1019.0,1018.3,0.0,54,1.1,91.75,0.0
A636,10/05/2018,09,18.1,18.1,17.9,87,87,87,15.9,15.9,15.7,1018.3,1018.3,1017.9,0.2,252,1.3,4.204,0.0
A636,10/05/2018,08,17.9,18.0,17.4,87,87,87,15.8,15.8,15.2,1017.9,1018.0,1017.7,0.1,251,1.5,3.866,0.0
A636,10/05/2018,07,17.4,17.6,17.3,87,87,86,15.2,15.3,15.0,1017.7,1018.0,1017.7,0.5,260,2.6,0.161,0.0
A636,10/05/2018,06,17.5,17.7,17.1,87,88,87,15.3,15.6,15.0,1018.0,1018.2,1017.9,0.7,238,1.9,0.066,0.0
A636,10/05/2018,05,17.1,18.1,17.0,87,87,86,15.0,15.8,14.9,1018.2,1019.0,1018.2,0.4,250,2.1,-0.55,0.0
A636,10/05/2018,04,17.6,18.1,17.5,87,87,86,15.4,15.9,15.2,1019.0,1019.4,1018.9,0.5,253,2.3,-2.21,0.0
A636,10/05/2018,03,17.7,18.1,17.6,87,88,87,15.5,16.0,15.4,1019.4,1019.8,1019.4,0.5,247,2.1,-3.43,0.0
A636,10/05/2018,02,18.0,18.3,17.8,87,87,86,15.8,15.9,15.6,1019.8,1019.9,1019.6,0.9,247,2.1,-3.53,0.0
A636,10/05/2018,01,18.3,18.8,18.2,86,86,85,15.9,16.4,15.7,1019.8,1019.9,1019.5,0.6,247,2.8,-3.54,0.0
A636,10/05/2018,00,18.6,19.1,18.5,86,86,84,16.1,16.5,16.0,1019.5,1019.6,1019.4,0.7,250,2.2,-3.51,0.0
A636,11/05/2018,23,20.5,20.7,19.8,81,84,81,17.2,17.5,16.8,1012.5,1012.5,1012.3,0.2,265,1.4,-3.47,0.0
A636,11/05/2018,22,20.1,20.9,20.0,83,84,80,17.2,17.5,17.1,1012.3,1012.4,1012.1,0.3,252,2.0,-3.54,0.0
A636,11/05/2018,21,20.9,23.2,20.9,80,80,71,17.4,17.8,17.3,1012.1,1012.1,1012.0,0.4,256,1.5,14.58,0.0
A636,11/05/2018,20,23.2,27.7,23.2,71,71,49,17.6,17.7,16.1,1012.1,1012.1,1011.8,0.4,262,2.4,287.3,0.0
A636,11/05/2018,19,27.6,30.1,27.1,50,55,35,16.2,17.4,13.2,1011.8,1011.9,1011.7,0.5,209,3.2,1005.,0.0
A636,11/05/2018,18,29.9,31.3,29.8,38,40,31,14.1,15.6,11.5,1011.7,1012.0,1011.7,0.1,2,3.6,1727.,0.0
A636,11/05/2018,17,30.5,31.1,29.6,32,38,32,11.8,14.5,11.8,1011.9,1012.7,1011.9,0.9,305,4.9,2296.,0.0
A636,11/05/2018,16,29.8,30.1,28.8,34,43,34,12.4,15.1,12.4,1012.7,1013.8,1012.7,1.5,18,5.2,2563.,0.0
A636,11/05/2018,15,28.8,29.0,27.3,40,47,39,13.8,15.3,13.4,1013.8,1015.1,1013.8,1.2,350,6.7,2624.,0.0
A636,11/05/2018,14,27.5,27.5,26.2,46,51,45,14.7,15.4,14.2,1015.1,1016.3,1015.1,2.3,25,6.0,2449.,0.0
A636,11/05/2018,13,26.2,26.3,23.6,50,62,48,15.0,16.2,14.2,1016.3,1016.8,1016.3,1.1,357,4.7,2050.,0.0
A636,11/05/2018,12,23.6,23.6,21.6,62,71,62,16.0,16.4,15.8,1016.7,1016.7,1016.5,1.8,8,5.8,1455.,0.0
A636,11/05/2018,11,21.8,22.0,18.0,70,85,69,16.1,17.3,15.2,1016.5,1016.5,1016.4,1.1,11,3.7,664.7,0.0
A636,11/05/2018,10,18.2,19.0,16.6,84,88,83,15.5,16.7,14.4,1016.4,1016.4,1015.7,0.8,24,3.4,57.33,0.0
A636,11/05/2018,09,17.3,19.0,17.0,85,87,80,14.9,15.9,14.4,1015.7,1015.7,1015.2,0.9,268,3.4,5.333,0.0
A636,11/05/2018,08,18.3,19.6,17.8,80,87,79,14.9,16.9,14.9,1015.2,1015.2,1015.0,1.1,283,4.2,3.033,0.0
A636,11/05/2018,07,17.8,18.4,17.2,86,88,86,15.5,16.3,15.1,1015.0,1015.4,1015.0,0.9,272,3.4,3.647,0.0
A636,11/05/2018,06,17.6,18.0,17.5,87,88,86,15.5,15.8,15.3,1015.4,1015.9,1015.4,0.6,249,2.4,3.408,0.0
A636,11/05/2018,05,17.9,19.9,17.8,86,86,79,15.5,17.1,15.1,1015.9,1016.7,1015.9,0.2,264,3.5,0.771,0.0
A636,11/05/2018,04,18.4,21.4,18.4,83,83,73,15.6,16.5,15.4,1016.7,1017.1,1016.7,0.1,291,4.2,0.385,0.0
A636,11/05/2018,03,20.8,21.3,18.3,75,88,75,16.3,18.0,15.9,1017.1,1017.3,1017.0,1.4,297,6.2,-1.37,0.0
A636,11/05/2018,02,18.3,18.5,18.0,88,88,87,16.2,16.4,15.9,1017.3,1017.3,1017.0,0.6,262,3.3,-3.19,0.0
A636,11/05/2018,01,18.2,18.4,18.0,87,87,87,16.1,16.2,15.8,1017.0,1017.1,1017.0,0.5,239,1.8,-3.22,0.0
A636,11/05/2018,00,18.1,18.3,18.0,87,87,87,15.9,16.1,15.8,1017.0,1017.1,1016.5,0.6,261,1.8,-3.48,0.0
A636,12/05/2018,22,24.3,24.7,24.1,71,71,65,18.6,18.6,17.6,1012.8,1012.8,1011.9,1.3,213,5.9,-3.52,0.0
A636,12/05/2018,23,24.2,24.5,24.1,71,72,70,18.6,18.8,18.6,1013.6,1013.6,1012.8,1.0,192,4.3,-2.53,0.0
A636,12/05/2018,21,24.6,25.3,24.6,65,66,63,17.6,18.3,17.5,1012.0,1012.0,1011.0,2.0,209,6.7,12.32,0.0
A636,12/05/2018,20,25.3,27.2,25.3,64,64,52,18.1,18.2,16.7,1011.0,1011.0,1010.1,1.8,190,7.7,312.2,0.0
A636,12/05/2018,19,27.2,28.6,27.2,52,53,41,16.6,16.9,14.2,1010.1,1010.1,1009.2,2.7,203,10.3,1065.,0.0
A636,12/05/2018,18,28.5,33.1,28.5,41,42,30,14.1,15.1,13.1,1009.2,1009.2,1008.6,3.9,234,10.0,1177.,0.0
A636,12/05/2018,17,33.0,33.3,32.8,30,33,27,12.9,14.9,11.6,1008.7,1009.2,1008.7,1.7,256,4.6,2215.,0.0
A636,12/05/2018,16,33.2,33.3,31.8,31,36,30,13.7,15.1,12.7,1009.1,1010.0,1009.1,1.3,272,5.7,2517.,0.0
A636,12/05/2018,15,31.8,32.0,31.4,33,37,32,13.6,15.0,13.0,1010.0,1010.8,1010.0,1.9,329,8.3,2556.,0.0
A636,12/05/2018,14,31.6,31.8,30.3,34,39,33,14.0,15.5,13.2,1010.8,1011.5,1010.8,1.8,30,5.6,2355.,0.0
A636,12/05/2018,13,30.7,30.7,28.8,37,47,35,14.3,17.0,13.2,1011.5,1011.6,1011.5,1.3,304,5.3,1984.,0.0
A636,12/05/2018,12,28.9,28.9,22.6,42,81,41,14.7,19.8,14.3,1011.6,1011.6,1011.1,2.1,319,5.9,1399.,0.0
A636,12/05/2018,11,22.6,22.9,18.3,81,89,81,19.3,20.0,16.4,1011.1,1011.1,1010.7,0.6,309,2.8,589.4,0.0
A636,12/05/2018,10,18.4,18.4,17.5,89,89,89,16.5,16.5,15.6,1010.7,1010.7,1010.0,0.2,248,1.4,61.03,0.0
A636,12/05/2018,09,17.6,17.7,17.4,89,89,88,15.8,15.8,15.5,1010.0,1010.0,1009.5,0.2,113,1.4,0.981,0.0
A636,12/05/2018,08,17.6,18.0,17.6,88,88,88,15.7,16.0,15.7,1009.6,1009.6,1009.4,0.1,272,1.2,-0.68,0.0
A636,12/05/2018,07,17.9,18.2,17.9,88,88,87,15.9,16.2,15.9,1009.5,1009.8,1009.4,0.2,235,1.8,-0.76,0.0
A636,12/05/2018,06,18.1,18.9,18.1,87,88,87,16.0,16.8,16.0,1009.8,1010.0,1009.8,0.0,205,1.8,-1.83,0.0
A636,12/05/2018,05,18.4,18.8,18.4,87,87,86,16.3,16.5,16.2,1010.0,1010.5,1010.0,0.3,245,1.7,-2.49,0.0
A636,12/05/2018,04,18.8,19.4,18.8,86,86,84,16.5,16.6,16.4,1010.5,1011.2,1010.5,0.4,259,2.0,-3.30,0.0
A636,12/05/2018,03,19.4,23.2,19.4,84,84,71,16.7,17.8,16.4,1011.2,1011.5,1011.2,0.2,248,4.6,-3.47,0.0
A636,12/05/2018,02,22.5,23.5,20.2,76,82,67,18.1,18.1,16.1,1011.5,1011.7,1011.4,1.3,259,5.7,-3.46,0.0
A636,12/05/2018,01,21.9,22.5,20.0,71,82,71,16.5,18.1,16.5,1011.7,1012.1,1011.7,1.4,269,3.0,-3.54,0.0
A636,12/05/2018,00,20.2,20.8,20.1,82,82,80,17.0,17.5,16.8,1012.1,1012.5,1012.1,0.3,242,2.2,-3.53,0.0
A636,13/05/2018,23,21.0,21.2,21.0,81,81,78,17.6,17.7,17.2,1017.1,1017.1,1016.5,0.1,239,3.5,-2.72,0.0
A636,13/05/2018,22,21.2,22.6,21.1,78,79,69,17.3,17.3,16.7,1016.5,1016.5,1016.0,0.5,239,3.5,-3.30,0.0
A636,13/05/2018,21,22.6,22.9,22.4,70,73,70,16.9,17.4,16.9,1016.0,1016.1,1015.6,0.9,199,3.7,5.486,0.0
A636,13/05/2018,20,22.9,23.3,22.9,70,70,67,17.1,17.2,16.9,1015.6,1015.6,1015.1,0.7,186,3.6,90.30,0.0
A636,13/05/2018,19,23.3,24.0,23.3,67,68,63,16.9,17.1,16.5,1015.1,1015.1,1014.9,0.9,185,4.8,430.0,0.0
A636,13/05/2018,18,23.9,24.3,23.7,63,65,62,16.6,17.0,16.2,1014.9,1015.1,1014.9,1.5,238,4.5,687.1,0.0
A636,13/05/2018,17,23.8,24.3,23.7,64,66,62,16.6,17.3,16.5,1015.1,1015.6,1015.1,1.5,206,4.0,358.5,0.0
A636,13/05/2018,16,24.3,25.0,24.3,63,65,62,16.8,17.5,16.7,1015.6,1016.1,1015.6,0.7,189,4.8,656.9,0.0
A636,13/05/2018,15,25.0,26.1,24.7,62,65,53,17.3,17.9,15.4,1016.1,1016.5,1016.1,1.4,219,5.9,1466.,0.0
A636,13/05/2018,14,25.9,26.4,24.7,59,67,55,17.2,18.2,16.1,1016.5,1017.0,1016.5,1.1,188,3.8,1925.,0.0
A636,13/05/2018,13,24.7,24.7,24.1,66,70,66,17.9,18.6,17.5,1017.0,1017.0,1016.7,0.2,195,2.2,700.6,0.0
A636,13/05/2018,12,24.2,24.2,22.1,68,82,67,18.0,19.3,17.7,1016.8,1016.8,1016.0,0.0,57,0.8,474.3,0.0
A636,13/05/2018,11,22.1,22.1,21.9,81,81,77,18.7,18.7,17.8,1016.0,1016.0,1015.3,0.1,66,1.4,100.2,0.0
A636,13/05/2018,10,21.9,22.1,21.6,78,79,75,17.9,17.9,17.4,1015.3,1015.3,1014.4,0.2,274,2.0,12.65,0.0
A636,13/05/2018,09,22.0,23.0,22.0,75,75,68,17.3,17.4,16.8,1014.4,1014.4,1013.5,0.0,64,3.4,-2.50,0.0
A636,13/05/2018,08,23.0,23.3,22.9,70,70,69,17.1,17.4,17.1,1013.5,1013.5,1013.2,1.2,228,3.5,-2.74,0.0
