"UNIDADE";"SETOR";"CÓDIGO DA FUNÇÃO";"FUNÇÃO";"NÍVEL";"QUANTIDADE";"SEM_NOME";"SEM_NOME"
"CR";"3VTDC";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTDC";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTDC";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTMA";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"3VTMA";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTMA";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTMA";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTMA";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTMA";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"3VTNI";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTNI";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"3VTNI";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTNI";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTNI";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTNI";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"3VTNT";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTNT";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTNT";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"3VTNT";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTNT";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTNT";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"3VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"3VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"3VTSG";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTSG";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTSG";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTSG";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"3VTSG";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"3VTSG";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTSJM";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"3VTSJM";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTSJM";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTSJM";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"3VTSJM";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTSJM";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTVR";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTVR";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"3VTVR";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTVR";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTVR";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTVR";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"40VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"40VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"40VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"40VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"40VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"40VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"41VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"41VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"41VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"41VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"41VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"41VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"42VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"42VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"42VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"42VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"42VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"42VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"43VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"43VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"43VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"43VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"43VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"43VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"44VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"44VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"44VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"44VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"44VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"44VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"45VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"45VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"45VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"45VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"45VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"45VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"46VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"46VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"46VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"46VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"46VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"46VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"47VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"47VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"47VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"47VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"47VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"47VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"48VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"48VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"48VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"48VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"48VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"48VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"49VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"49VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"49VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"49VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"49VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"49VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"4VTCAM";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"4VTCAM";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"4VTCAM";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"4VTCAM";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"4VTCAM";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"4VTCAM";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"4VTDC";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"4VTDC";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"4VTDC";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"4VTDC";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"3"
"CR";"4VTDC";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"4VTDC";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"4VTNI";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"4VTNI";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"4VTNI";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"4VTNI";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"4VTNI";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"4VTNI";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"4VTNT";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"4VTNT";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"4VTNT";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"4VTNT";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"4VTNT";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"4VTNT";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"4VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"4VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"4VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"4VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"4VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"4VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"4VTSG";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"4VTSG";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"4VTSG";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"4VTSG";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"4VTSG";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"4VTSG";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"50VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"50VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"50VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"50VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"50VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"50VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"51VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"51VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"51VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"51VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"51VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"51VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"52VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"52VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"52VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"52VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"52VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"52VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"53VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"53VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"53VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"53VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"53VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"53VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"54VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"54VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"54VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"54VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"54VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"54VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"55VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"55VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"55VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"55VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"55VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"55VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"56VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"56VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"56VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"56VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"56VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"56VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"57VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"57VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"57VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"57VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"57VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"57VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"58VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"58VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"58VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"58VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"58VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"58VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"59VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"59VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"59VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"59VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"59VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"59VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"5VTDC";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"5VTDC";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"5VTDC";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"5VTDC";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"5VTDC";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"5VTDC";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"3"
"CR";"5VTNI";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"5VTNI";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"5VTNI";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"5VTNI";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"5VTNI";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"5VTNI";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"5VTNT";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"5VTNT";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"5VTNT";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"5VTNT";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"5VTNT";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"5VTNT";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"5VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"5VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"5VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
