"UNIDADE";"SETOR";"CÓDIGO DA FUNÇÃO";"FUNÇÃO";"NÍVEL";"QUANTIDADE";"SEM_NOME";"SEM_NOME"
"CR";"1VTTR";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"1VTTR";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"1VTTR";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"1VTVR";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"1VTVR";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"1VTVR";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"1VTVR";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"1VTVR";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"1VTVR";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"20VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"20VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"20VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"20VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"20VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"20VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"21VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"21VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"21VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"21VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"21VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"21VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"22VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"22VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"22VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"22VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"22VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"22VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"23VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"23VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"23VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"23VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"23VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"23VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"24VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"24VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"24VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"24VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"24VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"24VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"25VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"25VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"25VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"25VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"25VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"25VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"26VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"26VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"26VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"26VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"26VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"26VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"27VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"27VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"27VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"27VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"27VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"27VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"28VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"28VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"28VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"28VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"28VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"28VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"29VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"29VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"29VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"29VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"29VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"29VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTCAM";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTCAM";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTCAM";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTCAM";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTCAM";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"3"
"CR";"2VTCAM";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTCF";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTCF";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTCF";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTCF";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTCF";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"2VTCF";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTDC";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTDC";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTDC";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTDC";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTDC";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"3"
"CR";"2VTDC";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTITG";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTITG";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTITG";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTITG";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTITG";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"2VTITG";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTMA";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTMA";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTMA";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTMA";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTMA";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"2VTMA";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTNF";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTNF";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTNF";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTNF";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTNF";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTNF";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"2VTNI";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTNI";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTNI";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTNI";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"2VTNI";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTNI";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTNT";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"2VTNT";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTNT";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTNT";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTNT";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTNT";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTPE";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTPE";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTPE";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTPE";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTPE";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"2VTPE";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTRES";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"1"
"CR";"2VTRES";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"1"
"CR";"2VTRES";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"2VTRES";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTRES";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTRES";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"1"
"CR";"2VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"2VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTSG";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTSG";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"2VTSG";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTSG";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTSG";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTSG";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTSJM";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"2VTSJM";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTSJM";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTSJM";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTSJM";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTSJM";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"2VTVR";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"2VTVR";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"2VTVR";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"2VTVR";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"2VTVR";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"2VTVR";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"30VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"30VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"30VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"30VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"30VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"30VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"31VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"31VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"31VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"31VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"31VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"31VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"32VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"32VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"32VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"32VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"32VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"32VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"33VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"33VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"33VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"33VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"33VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"33VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"34VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"34VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"34VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"34VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"34VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"34VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"35VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"35VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"35VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"35VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"35VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"35VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"36VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"36VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"36VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"36VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"36VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"36VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"37VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"37VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"37VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"37VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"37VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"37VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"38VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"38VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"38VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"38VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"38VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"38VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"39VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"39VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"39VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"39VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"39VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"39VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTCAM";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"3VTCAM";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"3VTCAM";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"3VTCAM";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"3"
"CR";"3VTCAM";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"3VTCAM";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTDC";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"3VTDC";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"3VTDC";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"3"
